1625	1625	1421071197
1625	1625	1421246251
1	993	1421247394
1159	56	1422010302
1625	1625	1422036537
1625	1625	1422098530
1226	1226	1422136953
415	1092	1423271713
1159	643	1423560787
1	993	1423651421
1625	1625	1423748076
1159	620	1424166791
1159	1558	1425566221
1159	1629	1425647730
1159	1937	1425987076
341	56	1426011563
1625	1625	1426023507
547	453	1426036227
1625	1625	1426080972
1159	1127	1426327381
1159	1386	1426330105
1159	1741	1426330164
1159	72	1426330217
1	993	1426486510
1159	1968	1426494295
1625	1625	1426712950
1625	1625	1426789737
1159	1599	1427196762
1159	1480	1427198573
1159	844	1427200832
1625	1625	1427201603
1625	1625	1427222216
1159	991	1427304624
1159	1274	1427306037
1159	2018	1427306274
1159	1601	1427306364
632	993	1427876970
1625	1625	1427990469
1127	453	1428400194
1625	1625	1428423712
1625	1625	1428662915
1159	340	1428674886
1625	1625	1429300288
1223	993	1429509651
1625	1625	1430324330
1159	313	1430724266
1159	1748	1430724446
1159	1629	1430729537
1625	1625	1430842137
1	993	1430898964
1159	1987	1430917892
1625	1625	1431092951
1625	1625	1431109980
1550	1748	1431600464
1625	1625	1431603659
1625	1625	1431997167
1625	1625	1432301077
1159	1277	1432713011
1159	1770	1432713573
1159	1881	1433146458
1625	1625	1433183468
1159	1632	1433334344
1625	1625	1433772761
1007	278	1433837109
1159	1929	1433937551
1159	56	1433937762
1159	1786	1434115578
1625	1625	1434138377
1159	1105	1434452091
1159	1629	1434546611
1159	278	1434546611
1159	487	1434546611
1625	1625	1434723039
815	815	1435230173
815	815	1435327980
1625	1625	1435331062
1625	1625	1435581972
1000	246	1435595088
1625	1625	1435763240
1000	895	1435881938
1000	246	1436074893
1651	1651	1436270791
1625	1625	1436448464
1625	1625	1436635515
1000	895	1436776185
1625	1625	1436785368
1159	1748	1436972624
1625	1625	1436990275
1625	1625	1437155954
547	453	1437352493
1625	1625	1437393242
1618	1159	1437475005
1618	547	1437475005
1	993	1437483959
1625	1625	1437500802
547	801	1437587129
1159	1599	1437637230
1625	1625	1437672753
1159	453	1437989874
1625	1625	1438613155
1625	1625	1438616584
341	56	1438692062
341	56	1438711577
1625	1625	1438778647
1625	1625	1438780060
1579	895	1438780482
1625	1625	1438820958
1900	246	1438849078
1900	246	1438859790
341	56	1438860174
1159	1123	1438870174
1159	1027	1438870347
341	56	1438884807
341	56	1438896685
1625	1625	1438903388
1625	1625	1438905398
1625	1625	1438905658
1625	1625	1438906130
1625	1625	1438907908
1159	1396	1438935127
1575	453	1438951695
1575	453	1438951767
1575	453	1438951829
1159	892	1439295869
498	246	1439305514
1625	1625	1439401268
1476	246	1439454690
453	1669	1439525814
453	713	1439525814
331	246	1439529320
1625	1625	1439553354
1625	1625	1439558956
1159	934	1439883149
1625	1625	1439926289
1625	1625	1439931856
1159	1558	1439967745
1159	1048	1439972552
1625	1625	1440106797
331	246	1440136031
1651	1651	1440510972
1625	1625	1440511748
1159	2027	1440578118
1625	1625	1440616732
1625	1625	1440694111
1625	1625	1440711377
1625	1625	1440770822
498	246	1440860715
1571	1571	1441028896
498	246	1441033512
1159	1219	1441175452
1625	1625	1441296705
1625	1625	1441727130
1625	1625	1441727912
1339	246	1441732755
1625	1625	1441802372
359	329	1441905591
359	476	1441905591
359	1768	1441905591
359	1987	1441905591
359	1550	1441905591
256	246	1442142265
1625	1625	1442143877
1159	943	1442231105
1159	620	1442231105
1625	1625	1442234188
1625	1625	1442237144
1625	1625	1442314929
1625	1625	1442326571
498	246	1442329512
256	246	1442339976
1	453	1442402928
1	278	1442404347
498	246	1442415915
1625	1625	1442442797
1625	1625	1442447076
1159	869	1442517368
1063	246	1442551563
1159	1587	1442564776
1159	410	1442564776
256	895	1442721585
101	246	1442722021
977	895	1442821977
1159	1748	1442825033
1159	1179	1442914155
256	246	1442942982
1906	1500	1442943789
1906	730	1442943789
1906	140	1442943789
1906	449	1442943789
1161	246	1442992823
1130	246	1443072070
331	246	1443076767
1625	1625	1443103469
1625	1625	1443106529
498	246	1443193514
498	246	1443279917
1625	1625	1443289028
359	895	1443327191
1159	1403	1443350869
1625	1625	1443362528
498	246	1443366313
1159	1039	1443439019
1625	1625	1443441637
1882	993	1443458380
1882	993	1443458539
1882	993	1443458897
1882	993	1443458959
1882	993	1443459328
1625	1625	1443471336
1882	993	1443471819
1882	993	1443471997
1882	993	1443472116
1882	993	1443472167
1882	993	1443472804
1159	923	1443505940
1159	1166	1443508542
1159	1274	1443509309
1159	1910	1443509791
1882	993	1443528405
1882	993	1443528579
1882	993	1443528653
1882	993	1443528747
1159	1610	1443537994
1159	1587	1443537994
1882	993	1443542385
1882	993	1443542913
1882	993	1443543030
1882	993	1443543045
1882	993	1443543080
1882	993	1443543827
1882	993	1443544830
1882	993	1443544876
1882	993	1443544881
1882	993	1443545016
1882	993	1443545214
1882	993	1443548382
1882	993	1443548430
1882	993	1443548511
256	246	1443548655
1882	993	1443548883
1882	993	1443549374
1882	993	1443550230
1882	993	1443550287
1882	993	1443550329
839	839	1443601829
1882	993	1443610008
1882	993	1443610092
1882	993	1443610226
1882	993	1443610268
1882	993	1443610351
1882	993	1443610398
1882	993	1443610583
1882	993	1443610589
1882	993	1443610890
1882	993	1443610988
